ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Hours of operation,Gender,Age
Rosemary Guerrero,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-792-2962,9AM-3PM,"Female, Male",All ages
Betty's Play House,LICENSED,4,Center,0,Not Rated,73,VICKSBURG,39183,75,WARREN,662-792-6150,9AM-3PM,"Female, Male",All ages
Bettye Chambliss,LICENSED,4,Center,0,Not Rated,44,ROBINSONVILLE,38664,72,TUNICA,662-792-9207,9AM-3PM,"Female, Male",All ages
Rosemary High,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-792-9266,9AM-3PM,"Female, Male",All ages
Bettye L Crane,LICENSED,4,Center,1,Low,55,JACKSON,39211,25,HINDS,662-793-4685,9AM-3PM,"Female, Male",All ages
Rosemary Montoya,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-793-9639,9AM-3PM,"Female, Male",All ages
Bettys Child Care,LICENSED,4,Center,0,Not Rated,34,JACKSON,39209,25,HINDS,662-793-9661,9AM-3PM,"Female, Male",All ages
Roshan   Kapadia,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LAUREL,39443,34,JONES,662-793-9735,9AM-3PM,"Female, Male",All ages
Roshaunda Toliver,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-793-9912,9AM-3PM,"Female, Male",All ages
Roshelle Lynette Harrison,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,VOSSBURG,39366,31,JASPER,662-794-0521,9AM-3PM,"Female, Male",All ages
Bettys Learning Center,LICENSED,4,Center,0,Not Rated,86,VICKSBURG,39180,75,WARREN,662-798-0048,9AM-3PM,"Female, Male",All ages
Roshon Farris,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MCCOMB,39648,57,PIKE,662-798-0509,9AM-3PM,"Female, Male",All ages
Beulah King-Booker,LICENSED,4,Center,0,Not Rated,100,GREENWOOD,38930,42,LEFLORE,662-798-0574,9AM-3PM,"Female, Male",All ages
Beverley Browne,LICENSED,4,Center,1,Low,93,GOODMAN,39079,26,HOLMES,662-798-0651,9AM-3PM,"Female, Male",All ages
Rosie Castillo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-798-0982,9AM-3PM,"Female, Male",All ages
Rosie Owens Toussaint,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-799-3000,9AM-3PM,"Female, Male",All ages
Rosie T Phalen,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LUCEDALE,39452,20,GEORGE,662-799-3024,9AM-3PM,"Female, Male",All ages
Rosie Villescas Mata,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-803-1505,9AM-3PM,"Female, Male",All ages
Rosilanda Monique McGlory,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-803-2367,9AM-3PM,"Female, Male",All ages
Beverly Bohuslav,LICENSED,4,Center,0,Not Rated,71,JACKSON,39203,25,HINDS,662-803-8260,9AM-3PM,"Female, Male",All ages
Rotonda Roberts,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-803-8261,9AM-3PM,"Female, Male",All ages
Roxana Gonzalez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-803-8397,9AM-3PM,"Female, Male",All ages
Roxane Carson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLINTON,39056,25,HINDS,662-807-5006,9AM-3PM,"Female, Male",All ages
Roxanna  Meiske,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-807-5006,9AM-3PM,"Female, Male",All ages
Beverly Elliott,LICENSED,4,Center,0,Not Rated,50,AMORY,38821,48,MONROE,662-807-5034,9AM-3PM,"Female, Male",All ages
Roxanne  Godair,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-807-5072,9AM-3PM,"Female, Male",All ages
Roxanne  Sanchez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,662-807-5305,9AM-3PM,"Female, Male",All ages
Royal  Sanders,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-809-0714,9AM-3PM,"Female, Male",All ages
Royneka Collins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-809-1050,9AM-3PM,"Female, Male",All ages
Beverly Fredenburg,LICENSED,4,Center,0,Not Rated,44,VICKSBURG,39183,75,WARREN,662-809-1823,9AM-3PM,"Female, Male",All ages
Beverly Gray,LICENSED,4,Center,0,Not Rated,37,PURVIS,39475,37,LAMAR,662-809-5179,9AM-3PM,"Female, Male",All ages
Ruben  Mantilla,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-810-7187,9AM-3PM,"Female, Male",All ages
Rubi  Wells,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,METCALFE,38760,76,WASHINGTON,662-813-6797,9AM-3PM,"Female, Male",All ages
Ruby  Garcia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SARDIS,38666,54,PANOLA,662-820-0561,9AM-3PM,"Female, Male",All ages
Beverly Harkey,LICENSED,4,Center,1,Low,60,OCEAN SPRINGS,39564,30,JACKSON,662-820-1379,9AM-3PM,"Female, Male",All ages
Beverly Jean Hammons,LICENSED,4,Center,1,Low,60,JACKSON,39204,25,HINDS,662-820-1710,9AM-3PM,"Female, Male",All ages
Ruby  Jackson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-820-2687,9AM-3PM,"Female, Male",All ages
Ruby  Moore,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,662-820-3394,9AM-3PM,"Female, Male",All ages
Beverly Sermersheim,LICENSED,4,Center,0,Not Rated,46,JACKSON,39204,25,HINDS,662-820-3748,9AM-3PM,"Female, Male",All ages
Ruby Lavera Oppenhammer,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PRENTISS,39474,33,JEFFERSON DAVIS,662-820-5992,9AM-3PM,"Female, Male",All ages
Beverly Whigham,LICENSED,4,Center,1,Low,32,MERIDIAN,39301,38,LAUDERDALE,662-820-6190,9AM-3PM,"Female, Male",All ages
Beverlys Day Care,LICENSED,4,Center,0,Not Rated,49,HATTIESBURG,39401,18,FORREST,662-820-6826,9AM-3PM,"Female, Male",All ages
Ruby Lee Green,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-820-6826,9AM-3PM,"Female, Male",All ages
Ruby Ligon,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-820-7030,9AM-3PM,"Female, Male",All ages
Bhavna S Maniedeo,LICENSED,4,Center,1,Low,30,MCCOMB,39648,57,PIKE,662-820-8590,9AM-3PM,"Female, Male",All ages
Bi Van Ngo,LICENSED,4,Center,2,Average,109,LEXINGTON,39095,26,HOLMES,662-820-9011,9AM-3PM,"Female, Male",All ages
Bianca  Castro,LICENSED,4,Center,0,Not Rated,45,BASSFIELD,39421,33,JEFFERSON DAVIS,662-820-9364,9AM-3PM,"Female, Male",All ages
Ruby Marie Stubbs,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-820-9706,9AM-3PM,"Female, Male",All ages
Bianca  Graham,LICENSED,4,Center,1,Low,30,GREENVILLE,38704,76,WASHINGTON,662-822-0046,9AM-3PM,"Female, Male",All ages
Ruby Martinez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WESSON,39191,15,COPIAH,662-822-0196,9AM-3PM,"Female, Male",All ages
Ruby Oliver,UNLICENSED,6,Relative In-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-822-0228,9AM-3PM,"Female, Male",All ages
Bibian Gomes,LICENSED,4,Center,1,Low,12,NEWTON,39345,51,NEWTON,662-822-2762,9AM-3PM,"Female, Male",All ages
Ruby Ortiz Zamora,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-822-3214,9AM-3PM,"Female, Male",All ages
Ruby Ruiz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-822-3509,9AM-3PM,"Female, Male",All ages
Bibiana M. Glen,LICENSED,4,Center,3,Good,44,CRYSTAL SPRINGS,39059,15,COPIAH,662-822-4102,9AM-3PM,"Female, Male",All ages
Rupali Ghudji,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BENOIT,38725,6,BOLIVAR,662-822-4120,9AM-3PM,"Female, Male",All ages
Ruth Burgess,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SCHLATER,38952,42,LEFLORE,662-822-5044,9AM-3PM,"Female, Male",All ages
Ruth Cowen,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FITLER,39159,63,SHARKEY,662-822-5078,9AM-3PM,"Female, Male",All ages
Ruth E. Molina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39202,25,HINDS,662-822-5493,9AM-3PM,"Female, Male",All ages
Ruth Holley,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-822-5657,9AM-3PM,"Female, Male",All ages
Ruth Sapp,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-822-5749,9AM-3PM,"Female, Male",All ages
"Bibs & Cribs Preschool and Nursery, Inc.",LICENSED,4,Center,3,Good,90,BAY SAINT LOUIS,39520,23,HANCOCK,662-822-5882,9AM-3PM,"Female, Male",All ages
Ruth Sewell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-822-5994,9AM-3PM,"Female, Male",All ages
Ruthie  Stanton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39305,38,LAUDERDALE,662-822-6103,9AM-3PM,"Female, Male",All ages
Ruthie Clark,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LUCEDALE,39452,20,GEORGE,662-822-6538,9AM-3PM,"Female, Male",All ages
Saba  Feshaye,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-822-6641,9AM-3PM,"Female, Male",All ages
Sabitra  Kalikotey,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-822-6969,9AM-3PM,"Female, Male",All ages
Bibs To Bags,LICENSED,4,Center,1,Low,180,JACKSON,39211,25,HINDS,662-822-6974,9AM-3PM,"Female, Male",All ages
Sabrenda Young,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-822-7199,9AM-3PM,"Female, Male",All ages
Bich Thu Nguyen,LICENSED,4,Center,0,Not Rated,97,JACKSON,39209,25,HINDS,662-822-7464,9AM-3PM,"Female, Male",All ages
Sabrina Arend,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-822-7648,9AM-3PM,"Female, Male",All ages
Sabrina Elrod,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-822-9630,9AM-3PM,"Female, Male",All ages
Bich Uyen Ta,LICENSED,4,Center,0,Not Rated,60,JACKSON,39204,25,HINDS,662-825-0447,9AM-3PM,"Female, Male",All ages
Sabrina Lynne Alms,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHUQUALAK,39361,52,NOXUBEE,662-827-0571,9AM-3PM,"Female, Male",All ages
Sabrina Prada,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JONESTOWN,38639,14,COAHOMA,662-827-1065,9AM-3PM,"Female, Male",All ages
Sabrina Rascoe,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,662-827-1080,9AM-3PM,"Female, Male",All ages
Sady  Gomez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LAKE,39092,62,SCOTT,662-827-1096,9AM-3PM,"Female, Male",All ages
Sajitha  Warrier,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-827-2310,9AM-3PM,"Female, Male",All ages
Bich Van Thi Huynh,LICENSED,4,Center,2,Average,59,JACKSON,39213,25,HINDS,662-827-2667,9AM-3PM,"Female, Male",All ages
Bich Van Thi Ngo,LICENSED,4,Center,0,Not Rated,30,HATTIESBURG,39401,18,FORREST,662-827-2681,9AM-3PM,"Female, Male",All ages
Sally  Emerson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-827-2827,9AM-3PM,"Female, Male",All ages
Sally Garza,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-827-5098,9AM-3PM,"Female, Male",All ages
Bich Van Thi Nguyen,LICENSED,4,Center,0,Not Rated,90,YAZOO CITY,39194,82,YAZOO,662-827-5102,9AM-3PM,"Female, Male",All ages
Samantha Beaston,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-827-5474,9AM-3PM,"Female, Male",All ages
Samantha Colline Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-827-5713,9AM-3PM,"Female, Male",All ages
Bich-Anh Ly,LICENSED,4,Center,3,Good,53,ITTA BENA,38941,42,LEFLORE,662-827-5726,9AM-3PM,"Female, Male",All ages
Bich-Ngoc Thi Nguyen,LICENSED,4,Center,3,Good,105,JACKSON,39209,25,HINDS,662-827-5755,9AM-3PM,"Female, Male",All ages
Samantha Dotson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39567,30,JACKSON,662-827-7409,9AM-3PM,"Female, Male",All ages
Bich-Ngoc Thi Ho,LICENSED,4,Center,0,Not Rated,92,CARTHAGE,39051,40,LEAKE,662-827-7441,9AM-3PM,"Female, Male",All ages
Samantha Edwin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-827-7463,9AM-3PM,"Female, Male",All ages
Samantha Grimes,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-827-7529,9AM-3PM,"Female, Male",All ages
Samantha Landers,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,7,SHELBY,38774,6,BOLIVAR,662-827-7598,9AM-3PM,"Female, Male",All ages
Samantha Nichole Burciaga,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-827-7874,9AM-3PM,"Female, Male",All ages
Bien Thai,LICENSED,4,Center,0,Not Rated,32,GREENVILLE,38701,76,WASHINGTON,662-833-3515,9AM-3PM,"Female, Male",All ages
Samantha Ramirez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,UNION,39365,50,NESHOBA,662-833-3515,9AM-3PM,"Female, Male",All ages
Bien Vu,LICENSED,4,Center,0,Not Rated,12,VICKSBURG,39180,75,WARREN,662-833-3515,9AM-3PM,"Female, Male",All ages
Big Birds Nest Children's Nursery,LICENSED,4,Center,0,Not Rated,45,ABBEVILLE,39096,32,JEFFERSON,662-833-3515,9AM-3PM,"Female, Male",All ages
Samantha Raquel Freeman,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-833-3515,9AM-3PM,"Female, Male",All ages
Big Brother and Little Sister Child Care Learning Center,LICENSED,4,Center,0,Not Rated,72,BRUCE,38915,7,CALHOUN,662-834-0173,9AM-3PM,"Female, Male",All ages
San Juana  Rodriguez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TOOMSUBA,39364,38,LAUDERDALE,662-834-0226,9AM-3PM,"Female, Male",All ages
San Juana Galvez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-834-0890,9AM-3PM,"Female, Male",All ages
Big Dreams & Lil Wonders Christian Academy # 2,LICENSED,4,Center,0,Not Rated,213,JACKSON,39211,25,HINDS,662-834-0890,9AM-3PM,"Female, Male",All ages
San Juana Zuniga de Bailey,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BALDWYN,38824,41,LEE,662-834-0982,9AM-3PM,"Female, Male",All ages
Big Dreams & Lil' Wonders Academy,LICENSED,4,Center,0,Not Rated,100,STARKVILLE,39759,53,OKTIBBEHA,662-834-2198,9AM-3PM,"Female, Male",All ages
Big Dreams Learning Center,LICENSED,4,Center,1,Low,95,TUPELO,38801,41,LEE,662-834-2585,9AM-3PM,"Female, Male",All ages
Big Hearts Little Hands Daycare,LICENSED,4,Center,0,Not Rated,78,CANTON,39046,45,MADISON,662-834-2665,9AM-3PM,"Female, Male",All ages
Sandhya Sashikant,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-834-3242,9AM-3PM,"Female, Male",All ages
Sandhya Varda,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-834-3243,9AM-3PM,"Female, Male",All ages
Sandra  King,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-834-3455,9AM-3PM,"Female, Male",All ages
Sandra  Leonard,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TUTWILER,38963,68,TALLAHATCHIE,662-834-3563,9AM-3PM,"Female, Male",All ages
Sandra  Orupabo,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SARDIS,38666,54,PANOLA,662-834-3882,9AM-3PM,"Female, Male",All ages
Sandra  Shepherd,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-834-3978,9AM-3PM,"Female, Male",All ages
Sandra Bendix,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,662-834-3998,9AM-3PM,"Female, Male",All ages
Sandra Bowie,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-834-4095,9AM-3PM,"Female, Male",All ages
Sandra Bridger,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-834-4265,9AM-3PM,"Female, Male",All ages
Sandra Campbell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-834-4402,9AM-3PM,"Female, Male",All ages
Sandra Castellano,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-834-4402,9AM-3PM,"Female, Male",All ages
Sandra Dawn McCleary,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEST,39192,26,HOLMES,662-834-4589,9AM-3PM,"Female, Male",All ages
Sandra Ewah Morris,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOSS POINT,39562,30,JACKSON,662-834-9011,9AM-3PM,"Female, Male",All ages
Big Kids,LICENSED,4,Center,4,Very Good,89,HORN LAKE,38637,17,DESOTO,662-834-9725,9AM-3PM,"Female, Male",All ages
Big Sandy Employee Child Care,LICENSED,4,Center,3,Good,218,NATCHEZ,39120,1,ADAMS,662-834-9928,9AM-3PM,"Female, Male",All ages
Sandra Foye,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-836-3168,9AM-3PM,"Female, Male",All ages
Big Spring Family YMCA,LICENSED,2,Slot Contractor,0,Not Rated,71,TUPELO,38801,41,LEE,662-836-3456,9AM-3PM,"Female, Male",All ages
Sandra Gayle Cannon,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-836-4039,9AM-3PM,"Female, Male",All ages
Sandra Hearne,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,662-836-4221,9AM-3PM,"Female, Male",All ages
Sandra Janine Manell,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-836-4342,9AM-3PM,"Female, Male",All ages
Big Top Learning Center,LICENSED,4,Center,0,Not Rated,50,GREENWOOD,38930,42,LEFLORE,662-836-4593,9AM-3PM,"Female, Male",All ages
Sandra Jaramillo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-836-4627,9AM-3PM,"Female, Male",All ages
Sandra Joyce Parker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-836-4631,9AM-3PM,"Female, Male",All ages
Sandra Lanell Marek,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HAZLEHURST,39083,15,COPIAH,662-836-4635,9AM-3PM,"Female, Male",All ages
Sandra Lee Brown,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LONG BEACH,39560,24,HARRISON,662-836-4809,9AM-3PM,"Female, Male",All ages
Sandra Lewis,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-836-4865,9AM-3PM,"Female, Male",All ages
Sandra Mares,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-836-5128,9AM-3PM,"Female, Male",All ages
Sandra May,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,662-836-5558,9AM-3PM,"Female, Male",All ages
Bilingual Child Academy - Stone Oak,LICENSED,2,Slot Contractor,0,Not Rated,34,INDIANOLA,38751,67,SUNFLOWER,662-836-5909,9AM-3PM,"Female, Male",All ages
Bilingual Childcare,LICENSED,2,Slot Contractor,0,Not Rated,35,CLEVELAND,38732,6,BOLIVAR,662-836-6181,9AM-3PM,"Female, Male",All ages
Sandra Mercedes Espinoza,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-836-6297,9AM-3PM,"Female, Male",All ages
Sandra Silvas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-836-6343,9AM-3PM,"Female, Male",All ages
Sandra Taylor,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-836-6433,9AM-3PM,"Female, Male",All ages
Bill Elliott Elementary - Eastside YMCA of Fort Worth,LICENSED,2,Slot Contractor,0,Not Rated,70,BILOXI,39532,30,JACKSON,662-836-6815,9AM-3PM,"Female, Male",All ages
Bill Sybert After School,LICENSED,2,Slot Contractor,0,Not Rated,50,BYHALIA,38611,47,MARSHALL,662-836-6910,9AM-3PM,"Female, Male",All ages
Billie Ballard,LICENSED,4,Center,0,Not Rated,50,BOLTON,39041,25,HINDS,662-836-7263,9AM-3PM,"Female, Male",All ages
Billie Jean Williamson,LICENSED,4,Center,1,Low,50,GREENVILLE,38703,76,WASHINGTON,662-836-7440,9AM-3PM,"Female, Male",All ages
Sandra Thomas,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,662-836-7440,9AM-3PM,"Female, Male",All ages
Bin Zhang,LICENSED,4,Center,0,Not Rated,52,DREW,38737,67,SUNFLOWER,662-836-7731,9AM-3PM,"Female, Male",All ages
Sandra Villarreal,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GULFPORT,39503,24,HARRISON,662-836-7809,9AM-3PM,"Female, Male",All ages
Sandra Weiss,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HATTIESBURG,39401,18,FORREST,662-836-7971,9AM-3PM,"Female, Male",All ages
Sandra Yvette Pina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-836-8950,9AM-3PM,"Female, Male",All ages
Binh  Thi Nguyen,LICENSED,4,Center,1,Low,89,GRENADA,38901,22,GRENADA,662-836-9004,9AM-3PM,"Female, Male",All ages
Binh Le,LICENSED,4,Center,0,Not Rated,24,JACKSON,39209,25,HINDS,662-836-9384,9AM-3PM,"Female, Male",All ages
Sandy  Hayes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CRENSHAW,38621,54,PANOLA,662-836-9477,9AM-3PM,"Female, Male",All ages
Binh Phan,LICENSED,4,Center,0,Not Rated,77,GREENWOOD,38930,42,LEFLORE,662-837-1000,9AM-3PM,"Female, Male",All ages
Sandy Cavazos,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-837-4092,9AM-3PM,"Female, Male",All ages
Binh Quoc Ta,LICENSED,4,Center,1,Low,33,MERIDIAN,39301,38,LAUDERDALE,662-837-4155,9AM-3PM,"Female, Male",All ages
Sandy Palmer,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-837-4262,9AM-3PM,"Female, Male",All ages
Sang Hoang,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SENATOBIA,38668,69,TATE,662-837-8865,9AM-3PM,"Female, Male",All ages
Binh Thi Luong,LICENSED,4,Center,0,Not Rated,18,VICKSBURG,39180,75,WARREN,662-838-2871,9AM-3PM,"Female, Male",All ages
Binh Thi Vu,LICENSED,4,Center,0,Not Rated,12,JACKSON,39213,25,HINDS,662-838-9222,9AM-3PM,"Female, Male",All ages
Santos Sauceda,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-838-9279,9AM-3PM,"Female, Male",All ages
Sara  Mlcak,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-839-2044,9AM-3PM,"Female, Male",All ages
Sara Elizabeth Holly,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LIBERTY,39664,3,AMITE,662-839-2641,9AM-3PM,"Female, Male",All ages
Binh Yen Luong,LICENSED,4,Center,0,Not Rated,162,JACKSON,39211,25,HINDS,662-840-0007,9AM-3PM,"Female, Male",All ages
Sara I Ramon,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-840-1015,9AM-3PM,"Female, Male",All ages
Birmingham Elementary Alphabest,LICENSED,2,Slot Contractor,0,Not Rated,80,PORT GIBSON,39150,11,CLAIBORNE,662-840-1466,9AM-3PM,"Female, Male",All ages
Sara Iqbal,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,662-840-2555,9AM-3PM,"Female, Male",All ages
Sara Sanchez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,VICKSBURG,39183,75,WARREN,662-840-5227,9AM-3PM,"Female, Male",All ages
Sarah  Gilbreath,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-840-7888,9AM-3PM,"Female, Male",All ages
